"","id","RC1","RC5","RC12","RC9","RC67","RC6","RC53","RC17","RC33","RC22","RC42","RC24","RC26","RC48","RC55","RC40","RC47","RC61","RC75","RC83","RC87","RC104","label"
"1",100,-0.938581428380119,1.54950711229258,0.156942944008761,0.265520266954758,-0.473379045009714,-0.291306284606615,-0.699019736196313,0.533645928735128,-0.333648501561564,-0.613298854684801,-0.549636558830479,-0.581008881164872,-1.12942717233018,0.913453957455868,-0.464076843174146,0.686055865924894,0.732692924003867,-0.170006026124387,0.997028699483984,-0.438588682559449,-0.125296231285612,-1.33128423985369,0
"2",101,0.548753856295776,-1.30070794345559,-0.41511908215458,0.490151743581563,0.628234707909701,0.340110462833599,-0.133104260583057,-1.18785477831441,-0.242832926771248,0.31112497464502,-0.877796160124879,-1.12699265526223,1.38804949778579,0.499058532290334,-0.150017031084462,-0.982568492275554,0.736190029231568,0.815519923075588,0.127951907328609,-1.21007226601718,0.0466454558221738,-1.37967180524396,1
"3",102,1.78266409815697,-1.10716282609488,-0.260130239987159,-0.562791500792379,0.211851812559319,-0.348725246827983,-0.045721814122179,-0.674223910583543,1.38181006969145,0.0443669470570399,-1.04155159796313,-1.27477987246046,1.4796350426494,0.734876685332952,1.75231650130111,1.05564875789229,-0.348911220683005,0.0449870926428468,0.231304509315634,-0.74050391190402,-1.74779964067766,1.21666864852626,0
"4",103,0.280520175989115,-1.29329731582683,0.0187808719394203,0.934219477886735,0.0717807436181031,0.708532100149488,-0.0178310559039776,-0.623782014349656,-0.0215784664270561,0.791171892133528,0.00885558342832138,-0.223807519066339,1.81359924479634,1.23304318875213,-0.766950152964964,0.00143621579425039,0.252510799120185,0.0117251235324082,0.387497240103737,-0.553164899831006,-0.270709922547647,0.938912217116253,1
"5",104,0.224826854147602,-0.38345641761339,-0.187610066404114,-0.416790907121885,0.399902679127493,1.63462449674772,-0.556605576917242,-0.460536583652474,1.22278292904664,0.79751278704914,0.016002389753263,1.11037639570068,-0.456100825883676,0.208288923833742,-1.52505852697181,-0.497083264237569,0.518493049353788,-1.14148668565927,-0.0618998833720608,-0.00650751467540598,-0.412827045034258,1.50311673321373,1
"6",105,-0.772427333606628,-0.10468233238273,-0.411599583625637,0.18570635580063,0.815379047415715,1.23101841874358,1.04830705247621,0.310818210750052,0.441253843637833,0.996357485158515,-0.139154335716447,-0.124506770732249,-0.392246345799999,-0.187279894810995,1.03941116274139,0.0762076048154954,-0.613245814376132,-0.848408240034609,-1.20738843755596,0.231176705375181,-0.0511758851284288,3.17838785731492,0
"7",106,-0.288911246709212,-0.499351082425775,1.62800710974841,-0.558837294042766,0.22780204012294,-0.786904661704559,-0.112868233288478,0.403098485422062,-0.370628619662613,-1.78940759214952,0.371865936877204,-0.77686594786598,-0.140672942700099,-0.616040006887074,-0.193440064845826,-0.689394651125364,-0.14577678552255,0.413751519056579,0.0754769304297831,0.445711557933202,-0.825424404085742,0.25855030829615,0
"8",107,-2.2545477304028,-1.0045129499629,-0.0678699266773147,0.680009822090205,0.45451541303002,-0.636313132363241,-0.875637158467826,0.225986398266686,0.245028583602351,0.309679187601929,0.759400128662827,-0.710826567819526,-1.12517087367604,0.0961079886386006,0.973667839829762,-0.234408127819193,0.467433127777043,0.640450256256183,0.397910177423208,0.490890620620911,0.333233802198409,-1.61018061597208,0
"9",108,-0.340159139306135,0.55101419779173,0.243325702703558,-0.220215796288579,-0.347287328547614,0.370459522078563,-0.0555419084675069,-0.649903248216789,-0.510704442432774,0.380517143584281,0.270475758541377,1.34397145354973,0.367203231101996,-1.03080179971016,0.758421681741159,-0.434353534214104,-0.160148784991316,0.315453289444256,0.442473974579399,-0.328936661878181,-0.235839750472828,0.559632161207288,0
"10",109,-0.795682969091304,-1.11274797578151,0.0522220728846172,-0.808174438591592,-0.11025971646532,0.886209637229411,1.65465774237873,0.766984816983972,0.480277819898494,-1.53596665883628,-0.92808313053027,0.516000984125992,-0.857805062284305,-0.610435444610317,0.975761823589551,-1.0869589958652,0.986433589739859,-0.742154000230564,-0.217599135792994,-0.241261805176508,0.288123497001801,0.688583342439743,0
"11",10,0.673115865263748,-1.90416709201257,-0.0989669970389547,1.3712522788104,-0.916983146886127,2.58972712862786,0.320773245066897,0.396194152220409,-1.32926710722333,1.18402122202607,-1.13265917330675,-0.532825224872897,-0.840702661369921,-1.1207444630849,-1.06016599138393,-0.488048810925502,-0.987871707457072,0.371817080878049,-0.750471681869556,0.983296912025265,1.10552756711446,0.0479759356913896,0
